scenario,run_id,total_individuals,mean_y_diversity,mean_mt_diversity,fst_y,fst_mt,prop_father_son,prop_mother_daughter,prop_siblings
matrilocal,matrilocal_20250918_142356_0021,7,0.3,0.3,0.062499999999999986,0.1000000000000001,0.14285714285714285,0.0,0.0
matrilocal,matrilocal_20250918_142356_0020,9,0.0,0.4999999999999999,0.0,0.0,0.1111111111111111,0.0,0.0
matrilocal,matrilocal_20250918_142356_0024,9,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0
matrilocal,matrilocal_20250918_142356_0025,12,0.0,0.4642857142857143,0.0,0.14693877551020385,0.0,0.16666666666666666,0.0
matrilocal,matrilocal_20250918_142356_0026,16,0.0,0.6825396825396826,0.0,0.0,0.0,0.0,0.4375
matrilocal,matrilocal_20250918_142356_0027,8,0.3333333333333333,0.3666666666666667,0.0,0.18947368421052616,0.0,0.0,0.0
matrilocal,matrilocal_20250918_142356_0028,9,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
matrilocal,matrilocal_20250918_142356_0029,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0
mixed,mixed_20250918_142356_0000,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0001,13,0.1666666666666666,0.5928571428571427,4.440892098500626e-16,0.0,0.0,0.0,0.07692307692307693
mixed,mixed_20250918_142356_0002,11,0.3,0.2666666666666667,0.062499999999999986,0.012345679012345533,0.0,0.0,0.0
mixed,mixed_20250918_142356_0003,7,0.3333333333333333,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0004,6,0.8333333333333333,0.8333333333333333,0.11111111111111098,0.0,0.0,0.0,0.16666666666666666
mixed,mixed_20250918_142356_0005,8,0.0,0.6666666666666666,0.0,0.22222222222222232,0.125,0.0,0.0
mixed,mixed_20250918_142356_0006,10,0.0,0.42857142857142855,0.0,0.09243697478991593,0.1,0.0,0.1
mixed,mixed_20250918_142356_0007,9,0.0,0.7,0.0,0.08571428571428556,0.0,0.0,0.0
mixed,mixed_20250918_142356_0008,13,0.3333333333333333,0.711111111111111,0.0,0.0,0.0,0.0,0.07692307692307693
mixed,mixed_20250918_142356_0009,12,0.0,0.438095238095238,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333
mixed,mixed_20250918_142356_0010,10,0.9166666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0011,10,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0012,7,0.0,0.1666666666666666,0.0,0.4000000000000003,0.0,0.0,0.0
mixed,mixed_20250918_142356_0013,9,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.1111111111111111
mixed,mixed_20250918_142356_0014,10,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,0.1
mixed,mixed_20250918_142356_0015,12,0.3333333333333333,0.7047619047619048,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0
mixed,mixed_20250918_142356_0016,8,0.0,0.9,0.0,0.0,0.0,0.0,0.125
mixed,mixed_20250918_142356_0017,12,0.3333333333333333,0.20833333333333331,0.0,0.5089285714285714,0.0,0.0,0.08333333333333333
mixed,mixed_20250918_142356_0018,14,0.0,0.35000000000000003,0.0,0.09000000000000005,0.07142857142857142,0.0,0.07142857142857142
mixed,mixed_20250918_142356_0019,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0020,8,0.5,0.25,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0021,7,0.3333333333333333,0.3999999999999999,0.0,0.14285714285714302,0.0,0.0,0.0
mixed,mixed_20250918_142356_0022,7,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0023,8,0.0,0.3666666666666667,0.0,0.09411764705882339,0.125,0.0,0.0
mixed,mixed_20250918_142356_0024,12,0.5,0.4821428571428571,0.39999999999999997,0.0,0.0,0.0,0.0
mixed,mixed_20250918_142356_0025,11,0.5833333333333333,0.35000000000000003,0.0,0.07894736842105206,0.0,0.0,0.0
mixed,mixed_20250918_142356_0026,15,0.1999999999999999,0.6984848484848485,4.440892098500626e-16,0.0,0.06666666666666667,0.0,0.0
mixed,mixed_20250918_142356_0027,8,0.1999999999999999,0.8666666666666667,0.0,0.0,0.0,0.0,0.125
mixed,mixed_20250918_142356_0029,8,0.0,0.6333333333333333,0.0,0.12499999999999989,0.0,0.0,0.0
mixed,mixed_20250918_142356_0028,15,0.35000000000000003,0.5984848484848484,0.04545454545454509,0.0,0.0,0.0,0.06666666666666667
