scenario,run_id,total_individuals,mean_y_diversity,mean_mt_diversity,fst_y,fst_mt,prop_father_son,prop_mother_daughter,prop_siblings
patrilocal,patrilocal_20250918_142626_0079,4,0.5,0.0,0.0,1.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0078,14,0.0,0.18888888888888883,0.0,0.017777777777778316,0.07142857142857142,0.0,0.07142857142857142
patrilocal,patrilocal_20250918_142626_0077,12,0.5,0.5333333333333333,0.0,0.16190476190476175,0.0,0.0,0.08333333333333333
patrilocal,patrilocal_20250918_142626_0081,7,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0082,7,0.0,0.75,0.0,0.0588235294117649,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0080,8,0.3333333333333333,0.1666666666666666,0.0,4.440892098500626e-16,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0083,8,0.0,0.3333333333333333,0.0,0.03921568627450985,0.125,0.0,0.0
patrilocal,patrilocal_20250918_142626_0085,11,0.1666666666666666,0.18888888888888883,0.4545454545454547,0.005847953216373988,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0086,15,0.1666666666666666,0.8141025641025641,4.440892098500626e-16,0.0,0.06666666666666667,0.0,0.0
patrilocal,patrilocal_20250918_142626_0093,12,0.0,0.6888888888888889,0.0,0.0,0.0,0.08333333333333333,0.0
patrilocal,patrilocal_20250918_142626_0092,10,0.41666666666666663,0.5714285714285714,0.07407407407407418,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0087,8,0.0,0.6333333333333333,1.0,0.12499999999999989,0.0,0.0,0.125
patrilocal,patrilocal_20250918_142626_0089,8,0.0,0.4,0.0,0.15999999999999975,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0095,10,0.25,0.6833333333333333,3.8857805861880464e-16,0.04705882352941178,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0088,15,0.5833333333333333,0.4107142857142858,0.0,0.22222222222222188,0.0,0.0,0.06666666666666667
patrilocal,patrilocal_20250918_142626_0084,12,0.5,0.6888888888888889,0.09999999999999992,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0098,8,0.5,0.5,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0096,8,0.0,0.8,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0094,10,0.1666666666666666,0.8333333333333333,7.771561172376093e-16,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0097,11,0.5,0.8690476190476191,0.4545454545454545,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0090,8,0.0,0.8,0.0,0.0,0.0,0.0,0.125
patrilocal,patrilocal_20250918_142626_0099,9,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0091,16,0.09999999999999996,0.27619047619047615,0.4444444444444444,0.12474849094567417,0.125,0.0,0.0625
patrilocal,patrilocal_20250918_142626_0101,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0
patrilocal,patrilocal_20250918_142626_0102,8,0.25,0.35714285714285715,0.0,0.07894736842105253,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0104,10,0.25,0.1666666666666666,0.0,1.3877787807814462e-16,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0100,11,0.5833333333333333,0.6547619047619048,0.0,0.019607843137255204,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0103,10,0.0,0.8035714285714286,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0105,8,0.0,0.3333333333333333,0.0,0.03921568627450985,0.125,0.125,0.0
patrilocal,patrilocal_20250918_142626_0106,10,0.0,0.7833333333333333,0.0,0.005714285714285751,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0108,11,0.0,0.6785714285714285,0.0,0.0,0.09090909090909091,0.0,0.0
patrilocal,patrilocal_20250918_142626_0107,9,0.5,0.55,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0109,10,0.25,0.3333333333333333,0.0,0.08695652173913065,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0111,13,0.0,0.5321428571428571,0.0,0.017421602787456594,0.0,0.07692307692307693,0.0
patrilocal,patrilocal_20250918_142626_0114,8,0.25,0.8333333333333333,3.8857805861880464e-16,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0115,10,0.3333333333333333,0.7619047619047619,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0112,16,0.375,0.5666666666666667,0.0,0.0,0.0625,0.0,0.0
patrilocal,patrilocal_20250918_142626_0110,12,0.0,0.5333333333333332,0.0,0.009009009009009068,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0116,12,0.0,0.611904761904762,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333
patrilocal,patrilocal_20250918_142626_0119,8,0.0,0.6833333333333333,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0113,11,0.3,0.7916666666666667,0.1000000000000001,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0117,15,0.5,0.2954545454545454,0.19999999999999998,0.08080808080808084,0.0,0.0,0.06666666666666667
patrilocal,patrilocal_20250918_142626_0118,12,0.0,0.8452380952380951,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0120,10,0.0,0.7166666666666666,0.0,0.0545454545454546,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0125,11,0.0,0.6333333333333332,0.0,0.07692307692307725,0.0,0.0,0.09090909090909091
patrilocal,patrilocal_20250918_142626_0122,12,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0124,9,0.0,0.30357142857142855,0.0,0.22285714285714286,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0123,11,0.3999999999999998,0.7636363636363637,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0126,7,0.5,0.5833333333333333,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0121,12,0.3333333333333333,0.7071428571428572,0.1666666666666667,0.0,0.0,0.0,0.16666666666666666
patrilocal,patrilocal_20250918_142626_0127,10,0.5,0.5714285714285714,0.0,0.0,0.0,0.2,0.0
patrilocal,patrilocal_20250918_142626_0133,10,0.0,0.6833333333333333,1.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0129,9,0.5,0.6000000000000001,0.33333333333333337,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0134,10,0.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0130,8,0.3333333333333333,0.5333333333333332,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0131,8,0.0,0.2380952380952381,0.0,0.22222222222222215,0.0,0.125,0.0
patrilocal,patrilocal_20250918_142626_0128,12,0.25,0.557142857142857,0.0,0.0,0.08333333333333333,0.0,0.0
patrilocal,patrilocal_20250918_142626_0136,9,0.3333333333333333,0.9523809523809523,0.24999999999999994,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0137,7,0.0,0.75,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0132,10,0.5,0.7857142857142857,0.0,0.01315789473684219,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0139,6,0.41666666666666663,0.1999999999999999,0.0,0.0,0.16666666666666666,0.0,0.0
patrilocal,patrilocal_20250918_142626_0143,5,0.0,0.8333333333333333,0.0,0.11111111111111098,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0138,10,0.5,0.3194444444444444,0.0,0.04166666666666688,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0135,12,0.3333333333333333,0.5357142857142857,0.0,0.07326007326007324,0.08333333333333333,0.08333333333333333,0.08333333333333333
patrilocal,patrilocal_20250918_142626_0141,9,0.0,0.8,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0140,13,0.0,0.23333333333333336,0.0,0.06666666666666644,0.15384615384615385,0.0,0.07692307692307693
patrilocal,patrilocal_20250918_142626_0142,12,0.3333333333333333,0.7,0.0,0.01702127659574448,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0144,10,0.0,0.625,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0145,8,0.0,0.8,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0150,10,0.0,0.7857142857142858,0.0,0.015624999999999788,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0148,10,0.0,0.4999999999999999,0.0,2.3790493384824777e-16,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0146,11,0.0,0.7166666666666668,0.0,0.059523809523809465,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0151,8,0.0,0.3,0.0,0.16000000000000006,0.0,0.0,0.125
patrilocal,patrilocal_20250918_142626_0147,14,0.0,0.8027777777777777,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427
patrilocal,patrilocal_20250918_142626_0149,10,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0153,9,0.0,0.6333333333333333,0.0,0.02608695652173904,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0157,7,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0152,14,0.5,0.41666666666666663,0.0,0.13333333333333364,0.0,0.14285714285714285,0.07142857142857142
patrilocal,patrilocal_20250918_142626_0154,8,0.3333333333333333,0.4,0.11111111111111109,0.06666666666666643,0.125,0.0,0.0
patrilocal,patrilocal_20250918_142626_0161,9,0.25,0.42857142857142855,0.0,0.08571428571428569,0.0,0.1111111111111111,0.0
patrilocal,patrilocal_20250918_142626_0159,11,0.3,0.9285714285714286,0.03076923076923078,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0156,11,0.5,0.7083333333333333,0.0,0.10156250000000017,0.0,0.09090909090909091,0.09090909090909091
patrilocal,patrilocal_20250918_142626_0158,10,0.26190476190476186,0.19444444444444442,0.0,0.01562499999999964,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0155,10,0.0,0.375,0.0,0.12903225806451615,0.0,0.1,0.0
patrilocal,patrilocal_20250918_142626_0164,8,0.0,0.8333333333333333,0.0,0.0,0.125,0.0,0.0
patrilocal,patrilocal_20250918_142626_0165,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0160,10,0.0,0.39285714285714285,0.0,0.11607142857142862,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0162,12,0.0,0.7547619047619049,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0170,8,0.0,0.5,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0163,15,0.5,0.7694444444444445,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0
patrilocal,patrilocal_20250918_142626_0166,11,0.5,0.5666666666666667,0.0,0.030303030303030314,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0168,11,0.4499999999999999,0.75,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0171,8,0.3333333333333333,0.35714285714285715,0.0,0.027777777777777683,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0169,10,0.25,0.8392857142857142,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0167,14,0.25,0.6666666666666667,0.0,0.005464480874316755,0.0,0.07142857142857142,0.07142857142857142
patrilocal,patrilocal_20250918_142626_0175,8,0.0,0.6833333333333333,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0172,9,0.3333333333333333,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0173,12,0.3333333333333333,0.5380952380952381,0.41666666666666663,0.032407407407407315,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0179,8,0.3333333333333333,0.7333333333333332,0.0,0.08695652173913053,0.0,0.0,0.125
patrilocal,patrilocal_20250918_142626_0174,10,0.5,0.35714285714285715,0.0,0.06250000000000018,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0178,12,0.5,0.3472222222222222,0.0,0.07094594594594579,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0177,10,0.0,0.875,0.0,0.05263157894736836,0.1,0.0,0.1
patrilocal,patrilocal_20250918_142626_0176,15,0.2363636363636364,0.19780219780219782,0.013793103448275825,0.005917159763313142,0.06666666666666667,0.06666666666666667,0.0
patrilocal,patrilocal_20250918_142626_0182,7,0.0,0.26666666666666666,1.0,0.2000000000000002,0.0,0.2857142857142857,0.0
patrilocal,patrilocal_20250918_142626_0184,10,0.0,0.4761904761904762,0.0,0.0,0.0,0.1,0.0
patrilocal,patrilocal_20250918_142626_0181,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0187,8,0.0,0.35000000000000003,0.0,0.057692307692307494,0.0,0.125,0.0
patrilocal,patrilocal_20250918_142626_0180,12,0.1999999999999999,0.6619047619047618,7.771561172376093e-16,0.019379844961240355,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0185,9,0.0,0.4499999999999999,0.0,0.3846153846153847,0.0,0.0,0.1111111111111111
patrilocal,patrilocal_20250918_142626_0190,5,0.3333333333333333,0.41666666666666663,0.39999999999999997,0.16666666666666652,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0186,10,0.0,0.35714285714285715,0.0,0.06250000000000018,0.1,0.0,0.1
patrilocal,patrilocal_20250918_142626_0189,10,0.3,0.23214285714285712,0.0,0.01680672268907543,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0191,6,0.5,0.3,0.0,0.31818181818181823,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0193,16,0.5,0.6969696969696969,0.0,0.0,0.0625,0.0,0.0625
patrilocal,patrilocal_20250918_142626_0188,10,0.5,0.26190476190476186,0.0,0.02941176470588226,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0196,6,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0183,14,0.5333333333333332,0.3,0.0,0.04666666666666651,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0194,10,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0192,10,0.25,0.8333333333333333,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0195,12,0.5,0.6488095238095237,0.09999999999999992,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0200,6,0.0,0.8333333333333333,0.0,0.03846153846153833,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0199,14,0.0,0.49166666666666664,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0198,9,0.0,0.4047619047619048,1.0,0.16049382716049376,0.0,0.1111111111111111,0.0
patrilocal,patrilocal_20250918_142626_0201,9,0.5,0.8,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0197,10,0.25,0.55,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0205,10,0.0,0.7,1.0,0.04545454545454545,0.1,0.0,0.0
patrilocal,patrilocal_20250918_142626_0202,9,0.1999999999999999,0.125,0.0,0.0,0.0,0.0,0.1111111111111111
patrilocal,patrilocal_20250918_142626_0206,7,0.3333333333333333,0.26666666666666666,0.0,0.03999999999999997,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0203,10,0.3333333333333333,0.65,0.49999999999999983,0.0,0.0,0.0,0.1
patrilocal,patrilocal_20250918_142626_0208,12,0.26666666666666666,0.4821428571428571,0.08571428571428556,0.0,0.08333333333333333,0.0,0.0
patrilocal,patrilocal_20250918_142626_0204,9,0.3333333333333333,0.1428571428571429,0.11111111111111109,0.5555555555555554,0.0,0.0,0.1111111111111111
patrilocal,patrilocal_20250918_142626_0210,12,0.25,0.375,0.0,0.10810810810810802,0.08333333333333333,0.0,0.0
patrilocal,patrilocal_20250918_142626_0207,10,0.5,0.3333333333333333,0.0,0.08695652173913065,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0211,12,0.0,0.7083333333333334,0.0,0.09198113207547169,0.0,0.16666666666666666,0.0
patrilocal,patrilocal_20250918_142626_0209,12,0.0,0.6805555555555556,0.0,0.09249999999999986,0.0,0.0,0.08333333333333333
patrilocal,patrilocal_20250918_142626_0215,7,0.0,0.95,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0217,11,0.3333333333333333,0.8214285714285714,0.0,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0212,10,0.5,0.8571428571428572,0.14285714285714296,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0214,9,0.5,0.95,0.0,0.0,0.0,0.0,0.1111111111111111
patrilocal,patrilocal_20250918_142626_0213,7,0.3333333333333333,0.3999999999999999,0.39999999999999997,0.2500000000000003,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0222,11,0.8333333333333333,0.6547619047619049,0.0,0.017094017094017044,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0216,13,0.4761904761904762,0.6888888888888889,0.21739130434782605,0.03174603174603204,0.07692307692307693,0.07692307692307693,0.0
patrilocal,patrilocal_20250918_142626_0220,14,0.1999999999999999,0.6880952380952381,0.44444444444444464,0.0,0.0,0.0,0.0
patrilocal,patrilocal_20250918_142626_0218,14,0.41666666666666663,0.16363636363636358,0.09090909090909081,0.025000000000000536,0.07142857142857142,0.0,0.0
patrilocal,patrilocal_20250918_142626_0219,10,0.3333333333333333,0.75,0.0,0.06250000000000006,0.0,0.0,0.1
